Variable,Breakdown,Breakdown_category,Year,RD_Value,Status,Unit,Footnotes,Relative_Sampling_Error
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Published_Industry,16_Higher Education,2022,C,P,NZ Dollars (millions),3 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,01_Business Sector,2016,86,,NZ Dollars (millions),1 and 12 and 28,18.7
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,01_Business Sector,2018,127,,NZ Dollars (millions),1 and 12 and 28,17.4
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,01_Business Sector,2019,156,,NZ Dollars (millions),1 and 12 and 28,14.3
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,01_Business Sector,2020,195,,NZ Dollars (millions),1 and 12 and 28,21
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,01_Business Sector,2021,175,,NZ Dollars (millions),1 and 12 and 28,14.2
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,01_Business Sector,2022,179,,NZ Dollars (millions),1 and 12 and 28,16.1
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,02_Government Sector,2016,32,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,3.5
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,02_Government Sector,2018,63,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,19.7
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,02_Government Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,02_Government Sector,2020,C,R,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,02_Government Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,02_Government Sector,2022,C,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,03_Higher Education Sector,2016,67,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,0
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,03_Higher Education Sector,2018,85,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,0
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,03_Higher Education Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,03_Higher Education Sector,2020,C,R,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,03_Higher Education Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Sector,03_Higher Education Sector,2022,C,P,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,01_Zero employees,2016,C,,NZ Dollars (millions),5 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,01_Zero employees,2018,6,,NZ Dollars (millions),5 and 12 and 28,101.6
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,01_Zero employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,01_Zero employees,2020,C,,NZ Dollars (millions),5 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,01_Zero employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,01_Zero employees,2022,6,P,NZ Dollars (millions),5 and 12 and 28,65.8
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,02_1 to 9 employees,2016,9,,NZ Dollars (millions),5 and 12 and 28,76.8
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,02_1 to 9 employees,2018,11,,NZ Dollars (millions),5 and 12 and 28,22.6
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,02_1 to 9 employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,02_1 to 9 employees,2020,C,,NZ Dollars (millions),5 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,02_1 to 9 employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,02_1 to 9 employees,2022,26,P,NZ Dollars (millions),5 and 12 and 28,59.3
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,03_10 to 19 employees,2016,C,,NZ Dollars (millions),5 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,03_10 to 19 employees,2018,6,,NZ Dollars (millions),5 and 12 and 28,27.4
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,03_10 to 19 employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,03_10 to 19 employees,2020,11,,NZ Dollars (millions),5 and 12 and 28,33.8
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,03_10 to 19 employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,03_10 to 19 employees,2022,7,P,NZ Dollars (millions),5 and 12 and 28,31
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,04_20 to 49 employees,2016,6,,NZ Dollars (millions),5 and 12 and 28,28.8
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,04_20 to 49 employees,2018,13,,NZ Dollars (millions),5 and 12 and 28,45.4
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,04_20 to 49 employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,04_20 to 49 employees,2020,20,,NZ Dollars (millions),5 and 12 and 28,31.1
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,04_20 to 49 employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,04_20 to 49 employees,2022,16,P,NZ Dollars (millions),5 and 12 and 28,29.2
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,05_50 to 99 employees,2016,C,,NZ Dollars (millions),5 and 12 and 28,C
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,05_50 to 99 employees,2018,12,,NZ Dollars (millions),5 and 12 and 28,50.6
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,05_50 to 99 employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,05_50 to 99 employees,2020,30,,NZ Dollars (millions),5 and 12 and 28,49.1
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,05_50 to 99 employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,05_50 to 99 employees,2022,18,P,NZ Dollars (millions),5 and 12 and 28,28.9
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,06_100 or more employees,2016,149,,NZ Dollars (millions),5 and 12 and 28,8.7
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,06_100 or more employees,2018,227,,NZ Dollars (millions),5 and 12 and 28,9.9
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,06_100 or more employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,06_100 or more employees,2020,238,R,NZ Dollars (millions),5 and 12 and 28,15.1
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,06_100 or more employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Size,06_100 or more employees,2022,215,P,NZ Dollars (millions),5 and 12 and 28,9.3
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Total,Total,2016,186,,NZ Dollars (millions),12 and 28,8.7
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Total,Total,2018,275,,NZ Dollars (millions),12 and 28,9.2
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Total,Total,2019,...,,NZ Dollars (millions),12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Total,Total,2020,316,R,NZ Dollars (millions),12 and 28,13.1
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Total,Total,2021,...,,NZ Dollars (millions),12 and 28,...
_03b_Current_and_Capital_Expenditure:_Capital_Expenditure:_Plant_and_equipment_and_machinery_and_vehicles_and_captialised_software_and_other_assets,Total,Total,2022,290,P,NZ Dollars (millions),12 and 28,10
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2016,57,,NZ Dollars (millions),12 and 28,25
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2018,44,,NZ Dollars (millions),12 and 28,57
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2019,...,,NZ Dollars (millions),12 and 28,...
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2020,53,,NZ Dollars (millions),12 and 28,36.8
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2021,...,,NZ Dollars (millions),12 and 28,...
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2022,46,P,NZ Dollars (millions),12 and 28,38.6
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,B_Mining,2016,C,,NZ Dollars (millions),3 and 12 and 28,C
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,B_Mining,2018,C,,NZ Dollars (millions),3 and 12 and 28,C
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,B_Mining,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,B_Mining,2020,C,,NZ Dollars (millions),3 and 12 and 28,C
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,B_Mining,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_04_Current_and_Capital_Expenditure:_Other_current_expenditure,ANZSIC_1_Digit,B_Mining,2022,C,P,NZ Dollars (millions),3 and 12 and 28,C
